id,time_mt,time_rt,time_et,time_at,lng,lat,speed,course,accum_trip,it,route_dir,route_flag,route_sn,route_dist,route_code
8345,2022-08-02 15:14:21,2022-08-02 15:14:24,2022-08-02 15:14:21,2022-08-02 06:48:47,113.99744399999999,22.605798,21,299,54611.0,0.0,2,1,12,551,201
8371,2022-08-02 15:14:26,2022-08-02 15:14:29,2022-08-02 15:14:26,2022-08-02 13:47:56,113.99364399999999,22.605075,21,153,74918.6,0.0,1,1,5,427,202
8470,2022-08-02 15:14:30,2022-08-02 15:14:31,2022-08-02 15:14:30,2022-08-02 14:49:09,113.99176000000001,22.599775,17,33,61940.7,0.0,1,1,13,309,201
18447,2022-08-02 15:13:56,2022-08-02 15:14:23,2022-08-02 15:14:20,2022-08-02 07:24:20,113.99553600000002,22.606320999999998,0,90,42287.6,0.0,2,1,1,656,202
8345,2022-08-02 15:14:15,2022-08-02 15:14:18,2022-08-02 15:14:15,2022-08-02 06:48:47,113.99778700000002,22.605762,21,262,54611.0,0.0,2,1,12,556,201
8371,2022-08-02 15:14:08,2022-08-02 15:14:12,2022-08-02 15:14:08,2022-08-02 13:47:56,113.993881,22.605653,23,236,74918.5,0.0,1,0,5,476,202
8470,2022-08-02 15:14:16,2022-08-02 15:14:17,2022-08-02 15:14:16,2022-08-02 14:49:09,113.99124099999999,22.599367,12,60,61940.6,0.0,1,0,13,335,201
18447,2022-08-02 15:13:56,2022-08-02 15:14:14,2022-08-02 15:14:11,2022-08-02 07:24:20,113.995521,22.606310999999998,0,90,42287.6,0.0,2,1,1,656,202
8267,2022-08-02 14:46:34,2022-08-02 14:46:59,2022-08-02 14:46:34,2022-08-02 13:27:52,113.99169099999999,22.601465,24,133,75423.4,,2,1,12,1164,201
8330,2022-08-02 14:49:03,2022-08-02 14:49:06,2022-08-02 14:49:03,2022-08-02 11:58:18,113.99641399999999,22.602945000000002,25,267,70796.0,,2,0,9,331,201
8345,2022-08-02 14:49:04,2022-08-02 14:49:08,2022-08-02 14:49:04,2022-08-02 06:48:47,113.997924,22.598863,24,218,54605.1,,1,1,9,526,201
8371,2022-08-02 14:46:39,2022-08-02 14:49:12,2022-08-02 14:49:09,2022-08-02 13:47:56,113.990303,22.60313,0,164,74913.0,,2,0,1,0,201
8458,2022-08-02 14:49:05,2022-08-02 14:49:08,2022-08-02 14:49:05,2022-08-02 12:49:46,113.99639099999999,22.606158999999998,17,111,66287.2,,2,1,1,732,202
18447,2022-08-02 14:47:38,2022-08-02 14:49:11,2022-08-02 14:49:08,2022-08-02 07:24:20,113.99753500000001,22.610588,0,121,42281.6,,1,0,1,533,201
8267,2022-08-02 14:33:17,2022-08-02 14:33:55,2022-08-02 14:33:17,2022-08-02 13:27:52,113.99049299999999,22.597054999999997,11,130,75419.2,,2,1,3,168,201
8330,2022-08-02 14:34:16,2022-08-02 14:34:19,2022-08-02 14:34:16,2022-08-02 11:58:18,113.991447,22.599467999999998,18,56,70792.6,,1,1,13,329,201
8345,2022-08-02 14:34:19,2022-08-02 14:34:19,2022-08-02 14:34:19,2022-08-02 06:48:47,113.997047,22.605909,22,111,54601.9,,2,1,11,150,201
8371,2022-08-02 14:34:14,2022-08-02 14:34:17,2022-08-02 14:34:14,2022-08-02 13:47:56,113.99488799999999,22.606222,22,248,74909.5,,1,1,4,197,201
8421,2022-08-02 14:31:46,2022-08-02 14:34:18,2022-08-02 14:34:18,2022-08-02 14:24:29,113.99148500000001,22.599501999999998,0,130,66060.0,,2,0,1,518,202
8458,2022-08-02 14:34:13,2022-08-02 14:34:17,2022-08-02 14:34:13,2022-08-02 12:49:46,113.993858,22.605625,22,237,66285.0,,1,0,5,473,202
18447,2022-08-02 14:32:40,2022-08-02 14:34:12,2022-08-02 14:34:09,2022-08-02 07:24:20,113.99738300000001,22.610671,0,180,42281.6,,1,0,1,0,201
8267,2022-08-02 15:32:18,2022-08-02 15:32:23,2022-08-02 15:32:18,2022-08-02 13:27:52,113.998603,22.608601999999998,24,155,75426.1,0.0,1,1,1,285,201
8421,2022-08-02 15:31:46,2022-08-02 15:32:19,2022-08-02 15:32:16,2022-08-02 14:24:29,113.99755800000001,22.610609,0,81,66062.1,0.0,1,0,1,0,201
8470,2022-08-02 15:32:18,2022-08-02 15:32:21,2022-08-02 15:32:18,2022-08-02 14:49:09,113.99485,22.606178,22,65,61944.6,0.0,2,1,10,91,201
18447,2022-08-02 15:32:18,2022-08-02 15:32:21,2022-08-02 15:32:18,2022-08-02 07:24:20,113.99341499999998,22.603519,23,78,42291.1,0.0,2,1,1,363,202
8267,2022-08-02 14:58:57,2022-08-02 14:59:15,2022-08-02 14:59:11,2022-08-02 13:27:52,113.99558999999999,22.606367000000002,0,86,75424.8,,2,0,11,304,201
8345,2022-08-02 14:55:51,2022-08-02 14:59:09,2022-08-02 14:59:06,2022-08-02 06:48:47,113.99056999999999,22.60341,0,255,54607.1,,1,1,13,134,201
8371,2022-08-02 14:59:09,2022-08-02 14:59:12,2022-08-02 14:59:09,2022-08-02 13:47:56,113.997856,22.603384,10,243,74915.6,,2,1,8,196,201
18447,2022-08-02 14:59:09,2022-08-02 14:59:13,2022-08-02 14:59:09,2022-08-02 07:24:20,113.99756599999999,22.598466000000002,24,218,42284.1,,1,1,9,467,201
8267,2022-08-02 15:46:36,2022-08-02 15:51:18,2022-08-02 15:51:13,2022-08-02 13:27:52,113.99063100000001,22.603425,0,246,75430.2,293.0,1,1,12,418,201
8345,2022-08-02 15:51:24,2022-08-02 15:51:24,2022-08-02 15:51:24,2022-08-02 06:48:47,113.995773,22.596334,22,39,54613.7,0.0,2,1,5,573,201
8371,2022-08-02 15:51:10,2022-08-02 15:51:27,2022-08-02 15:51:24,2022-08-02 13:47:56,113.993797,22.604995000000002,0,330,74923.2,0.0,2,1,10,256,201
8411,2022-08-02 15:51:28,2022-08-02 15:51:29,2022-08-02 15:51:28,2022-08-02 15:20:48,113.99883999999999,22.607858,23,188,51380.4,0.0,1,1,1,218,201
8421,2022-08-02 15:49:35,2022-08-02 15:51:23,2022-08-02 15:51:20,2022-08-02 14:24:29,113.990692,22.603525,0,269,66066.5,0.0,2,0,1,0,201
8458,2022-08-02 15:50:59,2022-08-02 15:51:28,2022-08-02 15:51:28,2022-08-02 15:50:59,113.997299,22.610623999999998,0,0,66288.0,0.0,2,0,6,0,202
8470,2022-08-02 15:51:18,2022-08-02 15:51:21,2022-08-02 15:51:18,2022-08-02 14:49:09,113.991592,22.601654,14,39,61948.0,0.0,2,0,2,292,202
8267,2022-08-02 15:44:41,2022-08-02 15:44:44,2022-08-02 15:44:41,2022-08-02 13:27:52,113.99121000000001,22.59937,5,66,75429.6,0.0,1,1,12,0,201
8345,2022-08-02 15:44:44,2022-08-02 15:44:44,2022-08-02 15:44:44,2022-08-02 06:48:47,113.991294,22.603595000000002,24,260,54612.0,0.0,2,1,12,1037,201
8371,2022-08-02 15:44:41,2022-08-02 15:44:44,2022-08-02 15:44:41,2022-08-02 13:47:56,113.994247,22.596002,16,134,74921.4,0.0,2,0,5,726,201
8411,2022-08-02 15:42:01,2022-08-02 15:44:46,2022-08-02 15:44:46,2022-08-02 15:20:48,113.997352,22.61058,0,327,51380.0,0.0,1,0,1,536,201
8421,2022-08-02 15:44:43,2022-08-02 15:44:46,2022-08-02 15:44:43,2022-08-02 14:24:29,113.99453700000001,22.595695000000003,15,345,66065.0,0.0,1,0,10,259,201
8470,2022-08-02 15:44:42,2022-08-02 15:44:45,2022-08-02 15:44:42,2022-08-02 14:49:09,113.99353,22.605302,17,153,61946.8,0.0,1,0,5,426,202
8267,2022-08-02 15:53:10,2022-08-02 15:55:59,2022-08-02 15:55:54,2022-08-02 13:27:52,113.990264,22.60312,0,168,75430.3,0.0,1,1,12,412,201
8345,2022-08-02 15:56:01,2022-08-02 15:56:01,2022-08-02 15:56:01,2022-08-02 06:48:47,113.99420900000001,22.604286,21,316,54615.2,0.0,2,0,10,288,201
8371,2022-08-02 15:55:39,2022-08-02 15:55:57,2022-08-02 15:55:54,2022-08-02 13:47:56,113.997474,22.610549,0,55,74924.5,0.0,1,0,1,528,201
8411,2022-08-02 15:55:51,2022-08-02 15:55:54,2022-08-02 15:55:51,2022-08-02 15:20:48,113.99604,22.602901,18,91,51381.6,0.0,1,1,6,176,201
8421,2022-08-02 15:52:05,2022-08-02 15:55:53,2022-08-02 15:55:50,2022-08-02 14:24:29,113.990715,22.603545999999998,0,241,66066.5,240.0,2,0,1,0,201
8458,2022-08-02 15:54:36,2022-08-02 15:55:50,2022-08-02 15:55:49,2022-08-02 15:50:59,113.99746699999999,22.610601000000003,0,129,66288.1,0.0,1,0,1,525,202
8470,2022-08-02 15:55:51,2022-08-02 15:55:54,2022-08-02 15:55:51,2022-08-02 14:49:09,113.99868000000001,22.606496,21,17,61949.2,0.0,2,1,5,494,202
18447,2022-08-02 15:56:01,2022-08-02 15:56:04,2022-08-02 15:56:01,2022-08-02 07:24:20,113.996604,22.606357,17,289,42293.3,0.0,1,1,3,145,202
8267,2022-08-02 15:56:04,2022-08-02 15:56:08,2022-08-02 15:56:04,2022-08-02 13:27:52,113.99029499999999,22.602979,12,172,75430.3,0.0,2,0,1,0,201
8345,2022-08-02 15:56:01,2022-08-02 15:56:01,2022-08-02 15:56:01,2022-08-02 06:48:47,113.99420900000001,22.604286,21,316,54615.2,0.0,2,0,10,288,201
8371,2022-08-02 15:55:39,2022-08-02 15:55:57,2022-08-02 15:55:54,2022-08-02 13:47:56,113.997474,22.610549,0,55,74924.5,0.0,1,0,1,528,201
8411,2022-08-02 15:55:51,2022-08-02 15:56:08,2022-08-02 15:56:05,2022-08-02 15:20:48,113.996124,22.602899,0,92,51381.6,0.0,1,1,6,166,201
8421,2022-08-02 15:52:05,2022-08-02 15:56:08,2022-08-02 15:56:05,2022-08-02 14:24:29,113.990707,22.603542,0,241,66066.5,246.0,2,0,1,0,201
8458,2022-08-02 15:54:36,2022-08-02 15:56:05,2022-08-02 15:56:03,2022-08-02 15:50:59,113.99746699999999,22.610599,0,129,66288.1,0.0,1,0,1,525,202
8470,2022-08-02 15:56:05,2022-08-02 15:56:08,2022-08-02 15:56:05,2022-08-02 14:49:09,113.99880900000001,22.60728,22,7,61949.3,0.0,2,1,5,412,202
18447,2022-08-02 15:56:06,2022-08-02 15:56:09,2022-08-02 15:56:06,2022-08-02 07:24:20,113.99633,22.606431,21,289,42293.4,0.0,1,1,3,116,202
8330,2022-08-02 15:21:53,2022-08-02 15:25:08,2022-08-02 15:25:08,2022-08-02 15:21:53,113.99688700000002,22.611143,0,0,70797.7,200.0,1,0,1,0,202
8411,2022-08-02 15:20:48,2022-08-02 15:25:02,2022-08-02 15:25:03,2022-08-02 15:20:48,113.997451,22.61062,0,0,51380.0,265.0,1,0,1,533,201
8470,2022-08-02 15:25:07,2022-08-02 15:25:10,2022-08-02 15:25:07,2022-08-02 14:49:09,113.994216,22.595979,16,141,61942.6,0.0,2,0,5,726,201
18447,2022-08-02 15:25:00,2022-08-02 15:25:04,2022-08-02 15:25:00,2022-08-02 07:24:20,113.99411,22.604105999999998,17,212,42289.8,0.0,1,1,5,449,202
8267,2022-08-02 14:30:32,2022-08-02 14:30:38,2022-08-02 14:30:32,2022-08-02 13:27:52,113.990379,22.602815,24,161,75418.4,,1,1,7,811,201
8330,2022-08-02 14:30:33,2022-08-02 14:30:36,2022-08-02 14:30:33,2022-08-02 11:58:18,113.99458999999999,22.595657,12,341,70791.8,,1,0,10,266,201
8345,2022-08-02 14:30:31,2022-08-02 14:30:30,2022-08-02 14:30:31,2022-08-02 06:48:47,113.997993,22.603313,12,318,54600.8,,2,1,8,208,201
8371,2022-08-02 14:30:33,2022-08-02 14:30:37,2022-08-02 14:30:33,2022-08-02 13:47:56,113.99803899999999,22.609903,22,142,74908.6,,1,1,1,447,201
8421,2022-08-02 14:30:34,2022-08-02 14:30:37,2022-08-02 14:30:34,2022-08-02 14:24:29,113.991592,22.601585,18,168,66059.7,,1,1,5,304,202
8458,2022-08-02 14:30:34,2022-08-02 14:30:38,2022-08-02 14:30:34,2022-08-02 12:49:46,113.99841299999999,22.609104000000002,23,163,66284.1,,1,1,1,342,202
18447,2022-08-02 14:30:28,2022-08-02 14:30:31,2022-08-02 14:30:28,2022-08-02 07:24:20,113.99843500000001,22.605979,17,12,42281.0,,2,1,1,930,202
8267,2022-08-02 15:46:36,2022-08-02 15:47:33,2022-08-02 15:47:30,2022-08-02 13:27:52,113.99065300000001,22.603429000000002,0,246,75430.2,0.0,1,1,12,418,201
8345,2022-08-02 15:47:35,2022-08-02 15:47:35,2022-08-02 15:47:35,2022-08-02 06:48:47,113.991004,22.599288,9,248,54612.7,0.0,2,1,2,217,201
8371,2022-08-02 15:47:31,2022-08-02 15:47:34,2022-08-02 15:47:31,2022-08-02 13:47:56,113.99951899999999,22.59991,8,69,74922.2,0.0,2,0,6,248,201
8421,2022-08-02 15:47:29,2022-08-02 15:47:32,2022-08-02 15:47:29,2022-08-02 14:24:29,113.991104,22.599321,16,57,66065.8,0.0,1,0,13,337,201
8470,2022-08-02 15:47:19,2022-08-02 15:47:22,2022-08-02 15:47:19,2022-08-02 14:49:09,113.99201200000002,22.600734,17,174,61947.5,0.0,1,1,6,410,202
8330,2022-08-02 14:51:52,2022-08-02 14:51:55,2022-08-02 14:51:52,2022-08-02 11:58:18,113.99636000000001,22.606174,19,114,70796.8,,2,1,11,222,201
8345,2022-08-02 14:51:41,2022-08-02 14:51:43,2022-08-02 14:51:41,2022-08-02 06:48:47,113.992942,22.596602999999998,24,313,54605.8,,1,0,11,245,201
8371,2022-08-02 14:51:36,2022-08-02 14:51:54,2022-08-02 14:51:51,2022-08-02 13:47:56,113.991424,22.599527,0,240,74913.5,,2,0,2,259,201
8458,2022-08-02 14:51:48,2022-08-02 14:51:51,2022-08-02 14:51:48,2022-08-02 12:49:46,113.997856,22.610225,14,336,66287.9,,2,0,6,0,202
8470,2022-08-02 14:49:09,2022-08-02 14:51:54,2022-08-02 14:51:54,2022-08-02 14:49:09,113.997344,22.610702,0,0,61936.8,,1,0,1,533,201
18447,2022-08-02 14:51:49,2022-08-02 14:51:52,2022-08-02 14:51:49,2022-08-02 07:24:20,113.998649,22.606767,18,185,42282.1,,1,1,1,92,201
8330,2022-08-02 14:54:48,2022-08-02 14:54:51,2022-08-02 14:54:48,2022-08-02 11:58:18,113.997344,22.610784,6,318,70797.7,,1,0,1,557,201
8345,2022-08-02 14:54:54,2022-08-02 14:54:57,2022-08-02 14:54:54,2022-08-02 06:48:47,113.991752,22.601356,20,321,54606.7,,1,1,13,161,201
8371,2022-08-02 14:54:56,2022-08-02 14:55:00,2022-08-02 14:54:56,2022-08-02 13:47:56,113.994743,22.595607,18,65,74914.4,,2,0,5,709,201
18447,2022-08-02 14:54:55,2022-08-02 14:54:58,2022-08-02 14:54:55,2022-08-02 07:24:20,113.994033,22.604523999999998,18,154,42282.9,,1,1,5,251,201
8345,2022-08-02 15:52:07,2022-08-02 15:52:07,2022-08-02 15:52:07,2022-08-02 06:48:47,113.99726799999999,22.597995,24,38,54613.9,0.0,2,1,5,328,201
8371,2022-08-02 15:52:08,2022-08-02 15:52:11,2022-08-02 15:52:08,2022-08-02 13:47:56,113.994964,22.606191,25,70,74923.5,0.0,2,1,10,80,201
8411,2022-08-02 15:52:07,2022-08-02 15:52:07,2022-08-02 15:52:07,2022-08-02 15:20:48,113.998268,22.606008,9,252,51380.6,0.0,1,0,2,135,201
8421,2022-08-02 15:52:05,2022-08-02 15:52:08,2022-08-02 15:52:05,2022-08-02 14:24:29,113.990692,22.603507,4,241,66066.5,0.0,2,0,1,0,201
8458,2022-08-02 15:50:59,2022-08-02 15:51:58,2022-08-02 15:51:58,2022-08-02 15:50:59,113.997299,22.61062,0,0,66288.0,0.0,2,0,6,0,202
8470,2022-08-02 15:52:08,2022-08-02 15:52:11,2022-08-02 15:52:08,2022-08-02 14:49:09,113.99216399999999,22.60267,20,40,61948.1,0.0,2,1,2,260,202
18447,2022-08-02 15:51:56,2022-08-02 15:51:59,2022-08-02 15:51:56,2022-08-02 07:24:20,113.997528,22.610661999999998,8,136,42292.6,0.0,1,0,1,523,202
8330,2022-08-02 14:54:48,2022-08-02 14:54:51,2022-08-02 14:54:48,2022-08-02 11:58:18,113.997344,22.610784,6,318,70797.7,,1,0,1,557,201
8345,2022-08-02 14:54:54,2022-08-02 14:54:57,2022-08-02 14:54:54,2022-08-02 06:48:47,113.991752,22.601356,20,321,54606.7,,1,1,13,161,201
8371,2022-08-02 14:54:56,2022-08-02 14:55:00,2022-08-02 14:54:56,2022-08-02 13:47:56,113.994743,22.595607,18,65,74914.4,,2,0,5,709,201
18447,2022-08-02 14:54:55,2022-08-02 14:54:58,2022-08-02 14:54:55,2022-08-02 07:24:20,113.994033,22.604523999999998,18,154,42282.9,,1,1,5,251,201
8345,2022-08-02 15:12:26,2022-08-02 15:12:28,2022-08-02 15:12:26,2022-08-02 06:48:47,113.996879,22.605951,22,112,54610.7,0.0,2,1,11,167,201
8371,2022-08-02 15:12:27,2022-08-02 15:12:30,2022-08-02 15:12:27,2022-08-02 13:47:56,113.996948,22.606161,15,286,74918.1,0.0,1,0,3,186,202
8470,2022-08-02 15:12:39,2022-08-02 15:12:41,2022-08-02 15:12:39,2022-08-02 14:49:09,113.99096599999999,22.597054999999997,23,255,61940.2,0.0,1,1,11,97,201
18447,2022-08-02 15:12:38,2022-08-02 15:12:41,2022-08-02 15:12:38,2022-08-02 07:24:20,113.99394199999999,22.603813,8,52,42287.2,0.0,2,1,1,418,202
8267,2022-08-02 15:02:03,2022-08-02 15:06:21,2022-08-02 15:06:13,2022-08-02 13:27:52,113.99739,22.610751999999998,0,7,75425.8,,1,0,1,523,201
8345,2022-08-02 15:06:18,2022-08-02 15:06:21,2022-08-02 15:06:18,2022-08-02 06:48:47,113.997077,22.597832999999998,22,38,54608.9,,2,1,5,355,201
8371,2022-08-02 15:04:57,2022-08-02 15:06:15,2022-08-02 15:06:12,2022-08-02 13:47:56,113.99752,22.610572,0,60,74917.4,,1,0,1,519,202
8470,2022-08-02 15:06:23,2022-08-02 15:06:26,2022-08-02 15:06:23,2022-08-02 14:49:09,113.99623100000001,22.602916,13,92,61938.4,,1,1,6,155,201
18447,2022-08-02 15:06:10,2022-08-02 15:06:28,2022-08-02 15:06:25,2022-08-02 07:24:20,113.990684,22.603391000000002,0,265,42285.9,,2,0,1,0,202
8267,2022-08-02 15:46:36,2022-08-02 15:49:33,2022-08-02 15:49:30,2022-08-02 13:27:52,113.99063100000001,22.603429000000002,0,246,75430.2,185.0,1,1,12,418,201
8345,2022-08-02 15:49:39,2022-08-02 15:49:39,2022-08-02 15:49:39,2022-08-02 06:48:47,113.992652,22.596736,19,131,54613.3,0.0,2,1,4,244,201
8371,2022-08-02 15:49:37,2022-08-02 15:49:40,2022-08-02 15:49:37,2022-08-02 13:47:56,113.99701599999999,22.603051999999998,24,250,74922.8,0.0,2,1,8,101,201
8411,2022-08-02 15:49:39,2022-08-02 15:49:39,2022-08-02 15:49:39,2022-08-02 15:20:48,113.997543,22.610637,8,119,51380.1,0.0,1,0,1,533,201
8421,2022-08-02 15:49:35,2022-08-02 15:49:38,2022-08-02 15:49:35,2022-08-02 14:24:29,113.99076799999999,22.603439,4,269,66066.5,0.0,2,0,1,0,201
8470,2022-08-02 15:48:25,2022-08-02 15:49:28,2022-08-02 15:49:25,2022-08-02 14:49:09,113.9915,22.599544,0,109,61947.7,0.0,2,0,1,519,202
8267,2022-08-02 14:35:46,2022-08-02 14:35:52,2022-08-02 14:35:46,2022-08-02 13:27:52,113.995925,22.596487,24,37,75419.9,,2,1,5,539,201
8330,2022-08-02 14:35:35,2022-08-02 14:35:38,2022-08-02 14:35:35,2022-08-02 11:58:18,113.992202,22.602882,15,330,70793.1,,1,1,13,191,201
8345,2022-08-02 14:35:52,2022-08-02 14:35:52,2022-08-02 14:35:52,2022-08-02 06:48:47,113.998878,22.608192000000003,20,336,54602.3,,2,1,12,313,201
8371,2022-08-02 14:35:48,2022-08-02 14:35:52,2022-08-02 14:35:48,2022-08-02 13:47:56,113.99478899999998,22.603672,24,139,74909.9,,1,1,5,126,201
8421,2022-08-02 14:35:44,2022-08-02 14:35:45,2022-08-02 14:35:44,2022-08-02 14:24:29,113.99198899999999,22.60091,21,345,66060.2,,2,1,1,386,202
8458,2022-08-02 14:35:42,2022-08-02 14:35:45,2022-08-02 14:35:42,2022-08-02 12:49:46,113.992958,22.603397,19,214,66285.4,,1,1,5,327,202
18447,2022-08-02 14:32:40,2022-08-02 14:35:42,2022-08-02 14:35:39,2022-08-02 07:24:20,113.99738300000001,22.610668,0,180,42281.6,,1,0,1,0,201
8267,2022-08-02 14:26:18,2022-08-02 14:26:27,2022-08-02 14:26:18,2022-08-02 13:27:52,113.99820700000001,22.603353,4,149,75417.4,,1,0,7,165,201
8330,2022-08-02 14:26:23,2022-08-02 14:26:27,2022-08-02 14:26:23,2022-08-02 11:58:18,113.996803,22.602975,23,74,70790.5,,1,1,6,94,201
8345,2022-08-02 14:26:25,2022-08-02 14:26:26,2022-08-02 14:26:25,2022-08-02 06:48:47,113.99466699999999,22.595632000000002,19,67,54599.7,,2,0,5,713,201
8421,2022-08-02 14:26:25,2022-08-02 14:26:27,2022-08-02 14:26:25,2022-08-02 14:24:29,113.99863400000001,22.608667,22,159,66058.2,,1,1,1,294,202
8458,2022-08-02 14:22:57,2022-08-02 14:26:15,2022-08-02 14:26:11,2022-08-02 12:49:46,113.99736000000001,22.610591,0,145,66283.9,,1,0,1,531,202
8471,2022-08-02 14:21:43,2022-08-02 14:21:46,2022-08-02 14:21:43,2022-08-02 11:43:57,113.998382,22.60585,11,48,71644.3,,2,0,12,553,201
18447,2022-08-02 14:26:17,2022-08-02 14:26:22,2022-08-02 14:26:17,2022-08-02 07:24:20,113.991592,22.601625,10,31,42279.8,,2,1,1,294,202
8345,2022-08-02 15:17:16,2022-08-02 15:20:19,2022-08-02 15:20:17,2022-08-02 06:48:47,113.991722,22.603361,0,325,54612.0,186.0,2,1,12,1032,201
8371,2022-08-02 15:19:44,2022-08-02 15:20:17,2022-08-02 15:20:14,2022-08-02 13:47:56,113.991874,22.603189,0,313,74919.9,0.0,2,0,1,0,201
8470,2022-08-02 15:20:14,2022-08-02 15:20:18,2022-08-02 15:20:14,2022-08-02 14:49:09,113.990242,22.603021,12,167,61941.3,0.0,1,0,14,96,201
18447,2022-08-02 15:20:14,2022-08-02 15:20:17,2022-08-02 15:20:14,2022-08-02 07:24:20,113.99762700000001,22.610567,7,129,42288.6,0.0,1,0,1,516,202
8345,2022-08-02 15:17:16,2022-08-02 15:18:04,2022-08-02 15:18:02,2022-08-02 06:48:47,113.991752,22.603302,0,325,54612.0,0.0,2,1,12,1032,201
8371,2022-08-02 15:17:44,2022-08-02 15:18:18,2022-08-02 15:18:14,2022-08-02 13:47:56,113.991523,22.599565,0,83,74919.4,0.0,2,0,1,521,202
8470,2022-08-02 15:16:14,2022-08-02 15:18:15,2022-08-02 15:18:12,2022-08-02 14:49:09,113.99066100000002,22.603462,0,253,61941.2,0.0,1,0,14,139,201
18447,2022-08-02 15:17:31,2022-08-02 15:18:05,2022-08-02 15:18:02,2022-08-02 07:24:20,113.99751200000001,22.610560999999997,0,57,42288.5,0.0,1,0,1,518,202
8330,2022-08-02 14:25:38,2022-08-02 14:25:41,2022-08-02 14:25:38,2022-08-02 11:58:18,113.99551299999999,22.602939000000003,17,111,70790.4,,1,0,6,229,201
8345,2022-08-02 14:25:38,2022-08-02 14:25:37,2022-08-02 14:25:38,2022-08-02 06:48:47,113.992752,22.596706,20,134,54599.4,,1,1,12,347,201
8421,2022-08-02 14:25:42,2022-08-02 14:25:42,2022-08-02 14:25:42,2022-08-02 14:24:29,113.99756599999999,22.610694,11,117,66058.0,,1,0,1,523,202
8458,2022-08-02 14:22:57,2022-08-02 14:25:45,2022-08-02 14:25:41,2022-08-02 12:49:46,113.99736000000001,22.610592999999998,0,145,66283.9,,1,0,1,531,202
8471,2022-08-02 14:21:43,2022-08-02 14:21:46,2022-08-02 14:21:43,2022-08-02 11:43:57,113.998382,22.60585,11,48,71644.3,,2,0,12,553,201
18447,2022-08-02 14:25:37,2022-08-02 14:25:41,2022-08-02 14:25:37,2022-08-02 07:24:20,113.991836,22.599981,17,29,42279.6,,2,1,1,471,202
8330,2022-08-02 15:21:53,2022-08-02 15:24:23,2022-08-02 15:24:23,2022-08-02 15:21:53,113.99688700000002,22.611141,0,0,70797.7,0.0,1,0,1,0,202
8371,2022-08-02 15:19:44,2022-08-02 15:24:32,2022-08-02 15:24:29,2022-08-02 13:47:56,113.991844,22.603258,0,313,74919.9,293.0,2,0,1,0,201
8411,2022-08-02 15:20:48,2022-08-02 15:24:32,2022-08-02 15:24:33,2022-08-02 15:20:48,113.997451,22.610628,0,0,51380.0,229.0,1,0,1,533,201
8470,2022-08-02 15:24:30,2022-08-02 15:24:33,2022-08-02 15:24:30,2022-08-02 14:49:09,113.992668,22.596785999999998,21,131,61942.4,0.0,2,1,4,246,201
18447,2022-08-02 15:24:24,2022-08-02 15:24:28,2022-08-02 15:24:24,2022-08-02 07:24:20,113.993721,22.605114999999998,21,151,42289.7,0.0,1,1,5,435,202
8267,2022-08-02 14:30:40,2022-08-02 14:30:48,2022-08-02 14:30:40,2022-08-02 13:27:52,113.99063100000001,22.602497,18,135,75418.5,,1,1,7,818,201
8330,2022-08-02 14:30:33,2022-08-02 14:30:51,2022-08-02 14:30:48,2022-08-02 11:58:18,113.994529,22.595781,0,331,70791.8,,1,0,10,255,201
8345,2022-08-02 14:30:45,2022-08-02 14:30:45,2022-08-02 14:30:45,2022-08-02 06:48:47,113.99776399999999,22.603315,19,241,54600.9,,2,1,8,185,201
8371,2022-08-02 14:30:53,2022-08-02 14:30:56,2022-08-02 14:30:53,2022-08-02 13:47:56,113.99845800000001,22.608954999999998,27,157,74908.7,,1,1,1,337,201
8421,2022-08-02 14:30:51,2022-08-02 14:30:55,2022-08-02 14:30:51,2022-08-02 14:24:29,113.99202700000001,22.600791,20,172,66059.8,,1,1,5,405,202
8458,2022-08-02 14:30:47,2022-08-02 14:30:51,2022-08-02 14:30:47,2022-08-02 12:49:46,113.998733,22.608404,21,147,66284.2,,1,1,1,265,202
18447,2022-08-02 14:30:52,2022-08-02 14:30:55,2022-08-02 14:30:52,2022-08-02 07:24:20,113.99858,22.606357,15,29,42281.0,,2,1,1,957,202
8267,2022-08-02 14:30:58,2022-08-02 14:31:03,2022-08-02 14:30:58,2022-08-02 13:27:52,113.991447,22.601717999999998,21,133,75418.6,,1,1,7,695,201
8330,2022-08-02 14:30:33,2022-08-02 14:31:06,2022-08-02 14:31:03,2022-08-02 11:58:18,113.994514,22.595788,0,331,70791.8,,1,0,10,255,201
8345,2022-08-02 14:31:04,2022-08-02 14:31:04,2022-08-02 14:31:04,2022-08-02 06:48:47,113.99664299999999,22.602977,23,263,54601.0,,2,0,9,303,201
8371,2022-08-02 14:31:03,2022-08-02 14:31:06,2022-08-02 14:31:03,2022-08-02 13:47:56,113.998741,22.608379,22,146,74908.8,,1,1,1,273,201
8421,2022-08-02 14:31:05,2022-08-02 14:31:08,2022-08-02 14:31:05,2022-08-02 14:24:29,113.99188899999999,22.600053,14,206,66059.9,,1,1,5,471,202
8458,2022-08-02 14:30:55,2022-08-02 14:30:58,2022-08-02 14:30:55,2022-08-02 12:49:46,113.998916,22.608148,13,173,66284.2,,1,1,1,241,202
18447,2022-08-02 14:31:04,2022-08-02 14:31:07,2022-08-02 14:31:04,2022-08-02 07:24:20,113.998725,22.607006,21,5,42281.1,,2,1,1,998,202
